STATE,CITY,AREA,CRAWL DATE, HOTEL RATING,SPECIAL ADDED VALUE,HOTELS LOCATION RATING,EXCELLENT EXPERIENCE REPORTED BY VISITORS,AVERAGE EXPERIENCE REPORTED BY VISITOR,POOR EXPERIENCE REPORTED BY VISITORS,TERRIBLE EXPERIENCE REPROTED BY VISITOR,PROPERTY TYPE,QUERY DATE,QUERY TIME,RATING BASED ON VALUE FOR MONEY,RATING BASED ON FOOD,APPROVAL RATING
Maharashtra,Kolhapur,Tarabai Park,28-08-2016,3,no,4.8,25,5,1,0,Hotel,28-08-2016,5.23.50 AM,4.5,2.7,73.375
Uttar Pradesh,Kanpur,The Mall,28-08-2016,2,no,4.1,6,5,11,1,Hotel,28-08-2016,5.23.50 AM,3.5,1.2,54
Karnataka,Karwar,Hankon Village,28-08-2016,2,no,4,1,1,0,0,Hotel,28-08-2016,5.23.50 AM,4.5,5,71.25
Gujarat,Jamnagar,Pandit Nehru Marg,28-08-2016,3,no,4.5,2,2,0,0,Hotel,28-08-2016,5.23.50 AM,3.8,0.8,55
Tamil Nadu,Kodaikanal,Coakers Walk,28-08-2016,1,no,4.5,28,33,13,10,Hotel,28-08-2016,5.23.50 AM,3.6,1.2,59
Tamil Nadu,Kanyakumari,Vivekanandapuram,28-08-2016,2,no,3.8,5,4,10,0,Hotel,28-08-2016,5.23.50 AM,3.3,2.7,56.375
West Bengal,Kolkata,Rajarhat,28-08-2016,5,no,4.4,17,7,2,0,Hotel,28-08-2016,5.23.50 AM,4.1,3.4,69.25
GUJARAT,Junagarh,Girnar,28-08-2016,3,no,4.6,3,2,0,0,Hotel,28-08-2016,5.23.50 AM,4.4,0,61
Punjab,Jalandhar,Police Lines Road,28-08-2016,3,no,4.9,94,9,9,0,Hotel,28-08-2016,5.23.50 AM,4.5,1.7,67.625
Himachal Pradesh,Kasauli,GK Road,28-08-2016,3,no,3.9,18,12,4,3,Hotel,28-08-2016,5.23.50 AM,4,2,61.5
Maharashtra,Kolhapur,Station Road,28-08-2016,1,no,5,1,0,0,0,Hotel,28-08-2016,5.23.50 AM,5,5,81.25
Kolkata,Kolkata,Park Street area,28-08-2016,3,no,4.2,6,8,3,1,Hotel,28-08-2016,5.23.50 AM,3.9,2.9,64.125
Tamilnadu,Kodaikanal,Kodaikanal,28-08-2016,3,no,5,4,0,0,0,Hotel,28-08-2016,5.23.50 AM,5,2.2,77.75
Jammu and Kashmir,Katra,Katra Railway Road,28-08-2016,2,no,4,1,1,1,0,Hotel,28-08-2016,5.23.50 AM,4,3.3,62.625
Tamilnadu,Kanyakumari,Kanyakumari,28-08-2016,1,no,3.9,8,1,2,1,Hotel,28-08-2016,5.23.50 AM,3.9,3,66.75
Maharashrtra,Kolhapur,New Shahupuri,28-08-2016,3,no,4.8,59,6,3,0,Hotel,28-08-2016,5.23.50 AM,4.6,3.4,74.25
West Bengal,Kolkata,Camac Street,28-08-2016,2,no,4.6,5,3,1,0,Hotel,28-08-2016,5.23.50 AM,3.8,0.9,64.625
Tamil Nadu,Kodaikanal,Convent Road,28-08-2016,3,no,4.5,57,10,3,0,Hotel,28-08-2016,5.23.50 AM,4.7,3,72.75
Madhya Pradesh,Khajuraho,Temple Road,28-08-2016,1,no,5,0,0,0,0,Hotel,28-08-2016,5.23.50 AM,3,3,63.75
Jammu and Kashmir,Katra,Katra Railway Road,28-08-2016,3,no,3.8,2,1,0,1,Hotel,28-08-2016,5.23.50 AM,3.8,1.5,52.375
Maharashtra,Kolhapur,Tararani Chowk,28-08-2016,2,no,4.6,3,0,1,0,Hotel,28-08-2016,5.23.50 AM,4.4,3.2,69.5
Tamil Nadu,Yercaud,Killiyur Falls Road,19-07-2016,2,no,4.6,19,12,4,2,Hotel,19-07-2016,5.07.58 AM,3.8,3.7,67.625
UTTARAKHAND,Haridwar,Haridwar Railway Station,19-07-2016,4,no,4.7,195,23,9,2,Hotel,19-07-2016,5.07.58 AM,4.4,2.2,68.25
Himachal Pradesh,Shimla,Shoghi,19-07-2016,4,no,4.7,3,0,0,0,Camp,19-07-2016,5.07.58 AM,5,1.7,74.125
Himachal Pradesh,Khajjiar,Khajjiar Chamba Road,19-07-2016,3,no,4.3,31,11,5,5,Hotel,19-07-2016,5.07.58 AM,4.3,2.2,63.75
Himachal Pradesh,Kasauli,Kuthar,19-07-2016,3,no,2.6,1,0,1,3,Hotel,19-07-2016,5.07.58 AM,3.2,2.6,42.25
Kerala,Allepey,KSRTC Bus Station,19-07-2016,2,no,4,0,2,5,1,Hotel,19-07-2016,5.07.58 AM,2.5,2.2,49.75
Rajasthan,Jodhpur,Residency Rd,19-07-2016,2,no,4.3,5,4,2,0,Hotel,19-07-2016,5.07.58 AM,4,3.8,66.25
Jammu and Kashmir,Srinagar,Dal Lake,19-07-2016,3,no,4,1,2,1,2,Houseboat,19-07-2016,5.07.58 AM,3.6,2,60
Bihar,Bodhgaya,Domuha Road,19-07-2016,4,no,5,0,0,0,0,Hotel,19-07-2016,5.07.58 AM,3,5,61.25
Maharashtra,Shirdi,Nagar  Manmad Highway,19-07-2016,3,no,4.6,8,0,1,0,Hotel,19-07-2016,5.07.58 AM,4.5,1.8,68.25
Andhra Pradesh,Tirupati,Old Tiruchanoor Road,19-07-2016,2,no,3.7,4,12,4,0,Hotel,19-07-2016,5.07.58 AM,4,2.4,60
New Delhi,New Delhi And NCR,Karol Bagh,19-07-2016,2,no,4.6,4,0,0,0,Hotel,19-07-2016,5.07.58 AM,5,3.8,77.75
Delhi,New Delhi And NCR,Karol Bagh,19-07-2016,2,no,5,0,0,0,0,Hotel,19-07-2016,5.07.58 AM,5,0,70
Maharashtra,Mumbai,Navi Mumbai,19-07-2016,2,no,3.4,3,2,1,4,Hotel,19-07-2016,5.07.58 AM,3.1,1.6,49
Telangana,Hyderabad,Lakdi Ka Pul,19-07-2016,3,no,4.5,75,30,14,4,Hotel,19-07-2016,5.07.58 AM,4.1,3.1,67.375
Andhra pradesh,Vishakhapatnam,Sivaji Palem,19-07-2016,1,yes,4.2,2,1,0,1,Hotel,19-07-2016,5.07.58 AM,3.8,1.6,54
GUJARAT,Surat,Ichchhapor,19-07-2016,3,no,3.7,3,0,1,0,Hotel,19-07-2016,5.07.58 AM,4,4,66
Chattisgarh,Raipur,G E Road,19-07-2016,4,no,4.6,17,14,3,1,Hotel,19-07-2016,5.07.58 AM,3.9,3.6,68
Rajasthan,Jaipur,Chandpole,19-07-2016,1,no,5,1,0,0,0,Hotel,19-07-2016,5.07.58 AM,5,5,81.25
kerala,Kannur,Kannur Town,04-09-2016,4,no,4.3,15,6,0,0,Hotel,04-09-2016,1.56.06 PM,4,1.9,65.375
Tamil Nadu,Kodaikanal,Laws Ghat Road,04-09-2016,2,no,3.7,11,25,23,3,Hotel,04-09-2016,1.56.06 PM,3.4,1.9,54.875
Jammu and Srinagar,Jammu,Vinayak Bazar,04-09-2016,3,no,1.3,0,0,1,2,Hotel,04-09-2016,1.56.06 PM,1.3,0,21.5
Maharashtra,Kolhapur,Station Road,04-09-2016,1,no,5,1,0,0,0,Hotel,04-09-2016,1.56.06 PM,5,5,81.25
Madhya Pradesh,Khajuraho,Airport Road,04-09-2016,5,no,4.6,42,16,8,0,Hotel,04-09-2016,1.56.06 PM,4.2,3.1,63.875
Uttrakhand,Kausani,Kausani Estate,04-09-2016,3,no,4.7,10,0,2,0,Resort,04-09-2016,1.56.06 PM,4.4,1.6,66.5
Uttar Pradesh,Kanpur,80 Feet Road,04-09-2016,3,no,4.1,21,4,5,3,Hotel,04-09-2016,1.56.06 PM,4.1,2.5,63.125
Rajasthan,Jodhpur,Shikargarh,04-09-2016,5,no,4.1,75,8,4,0,Hotel,04-09-2016,1.56.06 PM,4.5,2.7,69.375
Orissa,Keonjhar,Keonjhar,04-09-2016,1,no,4.7,8,3,0,0,Hotel,04-09-2016,1.56.06 PM,4.3,1.9,68.875
Himachal pradesh,Khajjiar,Khajjiar,04-09-2016,3,no,3.9,9,6,9,4,Hotel,04-09-2016,1.56.06 PM,3.5,2.8,57
Assam,Kaziranga,Bogorijuri,04-09-2016,1,no,4.9,8,0,1,0,Hotel,04-09-2016,1.56.06 PM,4.6,3.8,65.75
Jammu and Kashmir,Jammu,Below Gummat,04-09-2016,2,no,4.4,6,2,6,0,Hotel,04-09-2016,1.56.06 PM,3.7,1.1,58.875
Uttar Pradesh,Kanpur,Station Area,04-09-2016,2,no,3.6,11,7,8,1,Hotel,04-09-2016,1.56.06 PM,3.5,1.2,54.5
Andhra Pradesh,Kakinada,Subhash Road,04-09-2016,2,no,4.4,6,3,0,0,Hotel,04-09-2016,1.56.06 PM,4,3.4,68.75
West Bengal,Kolkata,Mukundapur,04-09-2016,2,no,4.5,6,0,0,1,Hotel,04-09-2016,1.56.06 PM,4.2,2.8,66
West Bengal,Kolkata,Janbazar,04-09-2016,3,no,4.6,23,4,0,0,Hotel,04-09-2016,1.56.06 PM,4.7,3.3,73.125
Rajasthan,Jodhpur,Shastri Nagar,04-09-2016,2,no,3.9,3,1,1,1,Hotel,04-09-2016,1.56.06 PM,3.4,2.7,59.875
Rajasthan,Kota,Civil Lines,04-09-2016,1,no,4.5,1,0,0,0,Hotel,04-09-2016,1.56.06 PM,4.5,0,65
Uttar Pradesh,Kanpur,Civil Lines,04-09-2016,1,no,4.4,4,8,4,0,Hotel,04-09-2016,1.56.06 PM,3.8,1.4,60.25
Uttrakhand,Kausani,Kausani Estate,04-09-2016,3,no,4.8,5,4,1,0,Hotel,04-09-2016,1.56.06 PM,4,2.6,68.75
Uttar Pradesh,Kanpur,Civil Lines,04-09-2016,2,no,5,0,1,0,0,Hotel,04-09-2016,1.56.06 PM,4,0,52.5
Jammu  And Kashmir,Katra,Main Bazar,04-09-2016,3,no,4.4,65,16,5,5,Hotel,04-09-2016,1.56.06 PM,4.2,2.7,67.875
Gujarat,Vadodara,VIP Road,03-07-2016,2,yes,4.1,15,8,7,5,Hotel,03-07-2016,7.32.31 AM,3.8,3,61.25
Uttar Pradesh,Varanasi,Dashashwamedh Ghat,03-07-2016,3,no,4.7,3,3,1,0,Hotel,03-07-2016,7.32.31 AM,4,3.9,68.375
Rajasthan,Udaipur,Rao Ji Ka Hata,03-07-2016,3,no,5,1,0,0,0,Hotel,03-07-2016,7.32.31 AM,5,0,75
Rajasthan,Udaipur,Haridasji Ki Magri,03-07-2016,3,no,4,2,1,0,0,Hotel,03-07-2016,7.32.31 AM,4.8,4.8,74
Uttar Pradesh,Varanasi,Assi Ghat,03-07-2016,2,no,4.2,16,3,2,1,Hotel,03-07-2016,7.32.31 AM,4.5,2.6,66.25
Madhya Pradesh,Ujjain,Mahakaleshwar Mandir,03-07-2016,3,no,4.5,13,9,5,1,Hotel,03-07-2016,7.32.31 AM,4,2.8,63.5
Rajasthan,Udaipur,Ambavgarh,03-07-2016,3,no,3.3,1,0,3,1,Hotel,03-07-2016,7.32.31 AM,3,2.5,50.625
Gujarat,Vapi,GIDC,03-07-2016,1,no,4.8,30,0,0,0,Hotel,03-07-2016,7.32.31 AM,4.9,2.2,72.25
Rajasthan,Udaipur,Udaipur Railway Station,03-07-2016,4,no,3.8,64,26,16,4,Hotel,03-07-2016,7.32.31 AM,4.1,3.2,63.5
Rajasthn,Udaipur,Udaipur Railway Station,03-07-2016,1,no,4.9,20,0,0,0,Hotel,03-07-2016,7.32.31 AM,5,2.8,76
Tamilnadu,Tiruvannamalai,Tiruvannamalai,03-07-2016,3,no,5,6,0,0,0,Hotel,03-07-2016,7.32.31 AM,5,1.7,73.125
kerala,Vagamon,Vagamon,03-07-2016,4,no,5,11,0,0,0,Hotel,03-07-2016,7.32.31 AM,5,3.5,72.375
Uttar Pradesh,Varanasi,Godowlia,03-07-2016,1,no,4.5,5,0,0,1,Hotel,03-07-2016,7.32.31 AM,4.5,1.7,68.125
Rajasthan,Udaipur,Surajpole,03-07-2016,2,no,4.6,1,1,0,1,Hotel,03-07-2016,7.32.31 AM,3.4,1.8,56.25
Uttar Pradesh,Varanasi,Dashashwamedh Ghat,03-07-2016,2,yes,4.2,10,27,10,7,Hotel,03-07-2016,7.32.31 AM,3.5,2.8,60
Gujarat,Vadodara,Sayajigunj,03-07-2016,4,no,4.8,14,2,0,0,Hotel,03-07-2016,7.32.31 AM,4.9,3.9,77.375
Rajasthan,Udaipur,Hiran Magri,03-07-2016,2,yes,4.6,4,0,1,0,Hotel,03-07-2016,7.32.31 AM,4.6,0.6,64.75
Rajasthan,Udaipur,Gangour Ghat Marg,03-07-2016,1,no,4.8,56,1,0,1,Hotel,03-07-2016,7.32.31 AM,4.8,4.3,76.375
Gujarat,Vadodara,Akota Gardens,03-07-2016,4,no,4.2,21,13,3,0,Hotel,03-07-2016,7.32.31 AM,4.2,3.5,68.875
Rajasthan,Udaipur,North Udaipur,03-07-2016,2,no,4.9,86,11,4,0,Hotel,03-07-2016,7.32.31 AM,4.5,3.8,74.25
Madhya Pradesh,Ujjain,Railway Station Area,03-07-2016,3,no,4.6,4,6,10,0,Hotel,03-07-2016,7.32.31 AM,3,1,51.25
Madhya Pradesh,Ujjain,Malipura,03-07-2016,1,yes,4.6,32,16,8,2,Hotel,03-07-2016,7.32.31 AM,4.1,2.9,65.625
Rajasthan,Udaipur,Bujda,03-07-2016,5,no,4.6,47,8,3,0,Hotel,03-07-2016,7.32.31 AM,4.4,2.5,68.125
Madhya Pradesh,Ujjain,ring road square,03-07-2016,4,no,3.7,3,0,1,3,Hotel,03-07-2016,7.32.31 AM,2.9,3,51.75
Tamilnadu,Vailankanni,Velankanni Basilica,03-07-2016,1,no,4.3,6,18,16,3,Hotel,03-07-2016,7.32.31 AM,3.2,2.1,56.125
Rajasthan,Udaipur,Udaipur Bus Stand,03-07-2016,1,no,4.6,41,14,3,0,Hotel,03-07-2016,7.32.31 AM,4.5,3.8,71.25
Gujarat,Vadodara,Sayajigunj,03-07-2016,3,no,4.6,24,11,11,2,Hotel,03-07-2016,7.32.31 AM,3.8,3.2,64
Uttar Pradesh,Varanasi,Sigra,03-07-2016,1,no,4.1,3,9,11,4,Hotel,03-07-2016,7.32.31 AM,3,1.7,52.125
Gujarat,Vadodara,Central Bus Station,03-07-2016,3,no,4.5,5,2,0,1,Hotel,03-07-2016,7.32.31 AM,4.4,4,70
Rajasthan,Udaipur,Lal Ghat,03-07-2016,2,no,4.3,25,29,7,1,Hotel,03-07-2016,7.32.31 AM,4,3.5,66.375
Daman (UT),Daman,Nani Daman,03-07-2016,5,no,4.4,96,24,7,3,Hotel,03-07-2016,7.32.31 AM,4.4,2,66
New Delhi,New Delhi And NCR,New Delhi Railway Station,11-07-2016,2,no,3,0,2,0,0,Hotel,11-07-2016,10.58.37 AM,3.5,4.5,55.625
HARYANA,New Delhi And NCR,Gurgaon,11-07-2016,1,no,2,0,0,0,1,Hotel,11-07-2016,10.58.37 AM,2,0,20
Delhi,New Delhi And NCR,South Delhi,11-07-2016,3,no,3.2,0,2,1,1,Hotel,11-07-2016,10.58.37 AM,3.2,1.5,47.875
Delhi,New Delhi And NCR,Alipur,11-07-2016,3,no,5,0,1,0,0,Hotel,11-07-2016,10.58.37 AM,3,0,60
Haryana,New Delhi And NCR,"IFFCO Chowk, Gurgaon",11-07-2016,2,no,5,10,0,0,0,Hotel,11-07-2016,10.58.37 AM,5,4.4,80.5
Maharastra,Mumbai,Mumbai Domestic Airport,11-07-2016,3,no,4.8,50,21,13,6,Hotel,11-07-2016,10.58.37 AM,4.1,2.6,65.25
Maharashtra,Mumbai,Khar,11-07-2016,3,no,4.2,12,7,3,1,Hotel,11-07-2016,10.58.37 AM,4.2,3.8,67.75
New Delhi and NCR,New Delhi And NCR,South Delhi,11-07-2016,3,no,3.4,1,3,0,1,Hotel,11-07-2016,10.58.37 AM,3.6,2.8,58.5
Delhi,New Delhi And NCR,Karol Bagh,11-07-2016,2,no,3,0,1,0,0,Hotel,11-07-2016,10.58.37 AM,2,0,40
Andhra Pradesh,Kurnool,N R Peta,26-07-2016,3,no,4.9,52,1,0,0,Hotel,26-07-2016,12.33.18 AM,4.9,2.2,76.25
Maharashtra,Pune,Shivaji Nagar,26-07-2016,3,yes,4.5,29,21,26,1,Hotel,26-07-2016,12.33.18 AM,3.7,1.7,62.125
Maharashtra,Mahabaleshwar,Mahabaleshwar Panchgani Road,26-07-2016,2,no,4.3,16,11,11,3,Hotel,26-07-2016,12.33.18 AM,3.9,2.9,63.125
New Delhi,New Delhi And NCR,New Delhi Railway Station,26-07-2016,3,yes,4.2,18,8,10,1,Hotel,26-07-2016,12.33.18 AM,4,2.7,62.875
Goa,Goa,North Goa,26-07-2016,3,no,4.5,17,3,6,3,Hotel,26-07-2016,12.33.18 AM,3.6,1.3,61.625
Andra Pradesh,Srikalahasti,Temple,26-07-2016,1,no,4.4,3,2,2,0,Hotel,26-07-2016,12.33.18 AM,3.6,1.9,62.875
Sikkim,Gangtok,Paljor Stadium Rd,26-07-2016,1,no,5,0,1,0,0,Hotel,26-07-2016,12.33.18 AM,2,0,50
Karnataka,Coorg,Madikeri,26-07-2016,4,no,4.7,62,9,3,0,Hotel,26-07-2016,12.33.18 AM,4.6,3.8,74.75
Karnataka,Bangalore,Bangalore Airport Road,26-07-2016,3,yes,4.4,7,3,4,0,Hotel,26-07-2016,12.33.18 AM,3.9,3.3,65.625
Chhattisgarh,Raipur,Kutchary Chowk,26-07-2016,3,no,4.5,12,8,2,0,Hotel,26-07-2016,12.33.18 AM,4.2,1.4,65.25
Rajasthan,Jaipur,North Jaipur,26-07-2016,5,no,4.5,1,1,0,0,Hotel,26-07-2016,12.33.18 AM,4.5,4.5,73.125
Karnataka,Bangalore,Koramangala,26-07-2016,3,no,4.4,2,2,1,1,Hotel,26-07-2016,12.33.18 AM,2.7,2.7,57.375
Punjab,Chandigarh,Sector 43-B Chandigarh,26-07-2016,3,no,5,1,0,0,0,Hotel,26-07-2016,12.33.18 AM,5,0,50
Rajasthan,Jaipur,Raja Park,26-07-2016,3,no,4.4,21,18,7,3,Hotel,26-07-2016,12.33.18 AM,3.7,2.8,65
Delhi,New Delhi And NCR,Central Delhi,26-07-2016,3,no,4.7,30,24,18,2,Hotel,26-07-2016,12.33.18 AM,3.8,3.5,64.875
Madhya Pradesh,Bhopal,Hamidia Road,26-07-2016,1,no,3.5,9,2,3,2,Hotel,26-07-2016,12.33.18 AM,4.2,2.3,61.875
Uttrakhand,Kashipur,Kashipur,26-07-2016,4,no,4.6,6,5,1,0,Hotel,26-07-2016,12.33.18 AM,3.8,0.4,63
Rajasthan,Jaipur,Jaipur Railway Station,26-07-2016,1,no,3.6,4,15,9,2,Hotel,26-07-2016,12.33.18 AM,3.3,2.6,52.25
Tamil Nadu,Mahabalipuram,east raja street,26-07-2016,2,no,4.3,22,16,8,8,Hotel,26-07-2016,12.33.18 AM,3.6,2.4,62
Himachal Pradesh,Shimla,Chaura Maidan,26-07-2016,5,no,4.8,12,0,0,0,Hotel,26-07-2016,12.33.18 AM,4.8,4.9,79.125
Uttar Pradesh,Moradabad,Dr. Ram Sarup Colony,26-07-2016,4,no,4,21,7,4,1,Hotel,26-07-2016,12.33.18 AM,4.1,2.4,65.5
Rajasthan,Jaipur,M I Road,26-07-2016,3,no,4.4,2,3,3,0,Hotel,26-07-2016,12.33.18 AM,3.2,2.2,57.75
Himachal Pradesh,Kasauli,Koti,26-07-2016,3,no,4,15,1,3,1,Hotel,26-07-2016,12.33.18 AM,4.4,1.8,65.75
Maharastra,Mumbai,Mumbai Domestic Airport,26-07-2016,3,no,4.5,70,51,10,12,Hotel,26-07-2016,12.33.18 AM,3.9,3.3,66.625
Karnataka,Mysore,Bangalore Nilgiri Road,26-07-2016,3,no,4.7,54,21,11,2,Hotel,26-07-2016,12.33.18 AM,4.1,3.2,68.5
Himachal Pradesh,Dalhousie,The Mall,26-07-2016,3,no,4.5,24,20,12,6,Hotel,26-07-2016,12.33.18 AM,3.7,3.7,64.125
Karnataka,Bangalore,M G Road,26-07-2016,3,no,4.7,7,3,1,0,Hotel,26-07-2016,12.33.18 AM,4.3,2.1,69.125
Uttarkhand,Rishikesh,Swargashram,26-07-2016,2,no,5,2,0,0,0,Hotel,26-07-2016,12.33.18 AM,4.5,0,70
New Delhi and NCR,New Delhi And NCR,South Delhi,26-07-2016,3,no,3.4,1,3,0,1,Hotel,26-07-2016,12.33.18 AM,3.6,2.8,58.5
Telangana,Hyderabad,Shamshabad,04-09-2016,5,no,4.5,42,13,4,1,Hotel,04-09-2016,4.41.13 AM,4.2,3.2,64.5
Andhra Pradesh,Hyderabad,Near Hussain Sagar Lake,04-09-2016,4,no,4.4,41,2,2,1,Hotel,04-09-2016,4.41.13 AM,4.6,4,72
Telangana,Hyderabad,Moinabad Mandal,04-09-2016,3,no,4.5,10,2,2,0,Hotel,04-09-2016,4.41.13 AM,4.1,1.7,67.125
J and K,Gulmarg,Main Market,04-09-2016,1,no,5,11,0,0,0,Hotel,04-09-2016,4.41.13 AM,4.8,3.5,75.875
Andhra Pradesh,Hyderabad,Hi Trch City Kondapur,04-09-2016,2,yes,4.3,5,4,1,0,Hotel,04-09-2016,4.41.13 AM,4.3,3.7,69.125
telangana,Hyderabad,Banjara Hills,04-09-2016,2,yes,4.9,17,4,1,0,Hotel,04-09-2016,4.41.13 AM,4.4,2.6,71.25
Uttrakhand,Haridwar,Shankar Ashram,04-09-2016,2,yes,4.8,10,2,0,0,Hotel,04-09-2016,4.41.13 AM,4.5,1.2,67.5
Andhra Pradesh,Hyderabad,Hyderabad Kachiguda Railway Station,04-09-2016,1,no,4,0,0,1,0,Hotel,04-09-2016,4.41.13 AM,3,4,45
Telangana,Hyderabad,West Hyderabad,04-09-2016,2,yes,3.4,14,13,6,3,Hotel,04-09-2016,4.41.13 AM,3.9,3,59.75
Telangana,Hyderabad,Vanasthalipuram,04-09-2016,3,no,4.6,19,9,2,0,Hotel,04-09-2016,4.41.13 AM,4.2,2,68.5
Madhya Pradesh,Jabalpur,Russel Chowk,04-09-2016,1,no,4.2,4,1,3,0,Hotel,04-09-2016,4.41.13 AM,3.4,2.3,58.375
Karnatka,Hubli,Airport Road,04-09-2016,4,no,4.4,34,17,10,1,Hotel,04-09-2016,4.41.13 AM,4,2.1,61.625
Andhra Pradesh,Hyderabad,Secundrabad,04-09-2016,3,no,4.8,19,2,1,0,Hotel,04-09-2016,4.41.13 AM,4.5,3.7,61.125
Karnataka,Hampi,Main Bazar,04-09-2016,1,no,5,1,0,0,0,Hotel,04-09-2016,4.41.13 AM,5,4,80
Secunderabad TS,Hyderabad,St Marys Road,04-09-2016,3,no,5,1,3,1,0,Hotel,04-09-2016,4.41.13 AM,2.8,2.2,60.25
Madhya Pradesh,Indore,AB Road,04-09-2016,4,no,4.7,132,17,11,0,Hotel,04-09-2016,4.41.13 AM,4.5,2.7,68.375
Rajasthan,Jaisalmer,Gopa Circle,04-09-2016,1,no,4.1,5,2,2,0,Hotel,04-09-2016,4.41.13 AM,4,2.2,60.75
Madhya Pradesh,Indore,Indore Gangwal Bus Stand,04-09-2016,2,no,4.7,2,0,0,0,Hotel,04-09-2016,4.41.13 AM,5,0.7,74.375
Assam,Guwahati,G S Road,04-09-2016,3,no,4.5,4,8,8,3,Hotel,04-09-2016,4.41.13 AM,2.9,1.3,53.625
Andhra Pradesh,Hyderabad,Kondapur,04-09-2016,3,no,4.5,39,17,9,0,Hotel,04-09-2016,4.41.13 AM,3.9,2.8,66
Telangana,Hyderabad,Saifabad,04-09-2016,2,no,4.5,14,7,12,1,Hotel,04-09-2016,4.41.13 AM,3.4,2,59
Andhra Pradesh,Hyderabad,Hi Tech City,04-09-2016,5,no,3.3,15,2,2,0,Hotel,04-09-2016,4.41.13 AM,3.5,3.8,60.75
Maharashtra,Hingoli,Bhatta Colony,04-09-2016,2,no,4.4,3,3,0,0,Hotel,04-09-2016,4.41.13 AM,4.1,0.4,62.5
Sikkim,Gangtok,Near MG Marg,04-09-2016,1,no,4.9,6,3,1,0,Hotel,04-09-2016,4.41.13 AM,4.2,1.1,63.875
Karnataka,Hassan,B M HIGHWAY,04-09-2016,2,no,0,37,3,0,0,Hotel,04-09-2016,4.41.13 AM,0,3.4,14.25
Telanga,Hyderabad,Andhra Pradesh,04-09-2016,3,no,3.8,1,1,3,0,Hotel,04-09-2016,4.41.13 AM,3,2.4,49
Andhra Pradesh,Hyderabad,Ameerpet,04-09-2016,2,yes,0,27,5,8,0,Hotel,04-09-2016,4.41.13 AM,0,1.9,21.375
Karnataka,Chikmagalur,B.M. Road,18-07-2016,5,no,4.4,7,0,2,0,Hotel,18-07-2016,8.07.20 PM,4.3,4.3,72.375
Karnataka,Chikmagalur,I.G. Road,18-07-2016,1,no,4.5,13,10,9,1,Hotel,18-07-2016,8.07.20 PM,3.5,1.9,58.875
Karnataka,Chikmagalur,Sangameshwar,18-07-2016,3,no,5,1,0,1,0,Hotel,18-07-2016,8.07.20 PM,4,4,70
Karnataka,Chikmagalur,Km Road,18-07-2016,2,no,4.2,7,23,10,5,Hotel,18-07-2016,8.07.20 PM,3.3,2.6,56.25
Karnataka,Belur,Velapuri,18-07-2016,2,no,4.7,18,6,3,0,Hotel,18-07-2016,8.07.20 PM,4.2,2.9,68.625
Karnataka,Chikmagalur,Chikmagalur,18-07-2016,1,no,5,2,0,0,0,Hotel,18-07-2016,8.07.20 PM,4.5,5,78.75
Karnataka,Chikmagalur,Guddadur,18-07-2016,2,no,5,2,0,0,0,Hotel,18-07-2016,8.07.20 PM,5,0,62.5
Karnataka,Chikmagalur,Vijaypura,18-07-2016,1,no,4.7,15,7,4,0,Hotel,18-07-2016,8.07.20 PM,4.1,2.9,69.125
Tamilnadu,Palani,Adivaram,04-09-2016,1,no,4.5,31,7,2,1,Hotel,04-09-2016,4.04.13 PM,4.4,1.9,69.375
Maharashtra,Mahabaleshwar,Panchgani,04-09-2016,1,no,4,5,9,4,4,Hotel,04-09-2016,4.04.13 PM,3.3,2.4,55.5
Jammu and Kashmir,Srinagar,Moulana Azad Road,04-09-2016,3,no,3.5,14,17,7,4,Hotel,04-09-2016,4.04.13 PM,3.8,2.8,59.5
Maharashtra,Pune,Aundh,04-09-2016,1,no,4,0,0,0,1,Hotel,04-09-2016,4.04.13 PM,2.5,0,45
Tamilnadu,Tanjore,Parisutham Nagar,04-09-2016,4,no,4.6,18,0,0,0,Hotel,04-09-2016,4.04.13 PM,4.5,2,69
Rajasthan,Sri Ganganagar,Gole Bazar,04-09-2016,4,no,4.6,8,2,1,1,Hotel,04-09-2016,4.04.13 PM,4.1,0.6,61.25
Gujarat,Surat,Ichchhapor,04-09-2016,3,no,3.6,5,1,1,0,Hotel,04-09-2016,4.04.13 PM,4.2,3.2,65.5
tamil nadu,Thiruvannamalai,Chengam,04-09-2016,1,no,5,2,0,0,0,Hotel,04-09-2016,4.04.13 PM,5,4.5,55.625
Himachal Pradesh,Shimla,Shoghi,04-09-2016,4,no,4.7,3,0,0,0,Camp,04-09-2016,4.04.13 PM,5,1.7,74.125
Maharashtra,Shirdi,Nagar Manmad Highway,04-09-2016,2,no,5,0,0,1,0,Hotel,04-09-2016,4.04.13 PM,3.5,2.5,63.125
Himachal Pradesh,Shimla,Shimla Bus Stand,04-09-2016,1,no,4,0,0,1,0,Hotel,04-09-2016,4.04.13 PM,2,0,40
Jammu and Kashmir,Srinagar,Lal Chowk,04-09-2016,2,no,4.1,2,4,1,0,Hotel,04-09-2016,4.04.13 PM,3.6,1.8,57.75
West Bengal,Siliguri,Hill Cart Road,04-09-2016,3,no,4.3,7,6,5,0,Hotel,04-09-2016,4.04.13 PM,3.5,2.4,63
Kashmir,Srinagar,Nishat Bagh,04-09-2016,2,no,3.2,0,1,1,0,Hotel,04-09-2016,4.04.13 PM,3.5,1,53.75
